Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
5;Jacqueline Robinson;"""paid extra to choose our seats""";2019-12-18;Not Verified;United Kingdom;n/a;Edinburgh to Amsterdam;Couple Leisure;Economy Class;December 2019;2;2;5;3;n/a;n/a;2;yes
3;Christopher Turpin;"""no one got back to me""";2019-12-12;Trip Verified;United Kingdom;n/a;Manchester to Barcelona via Amsterdam;Couple Leisure;Economy Class;October 2019;2;4;4;n/a;n/a;n/a;1;no
9;M Ward;"""very good and comfortable trip""";2019-12-03;Trip Verified;Australia;A332 / Boeing 737-800;Abu Dhabi to Rome via Amsterdam;Couple Leisure;Economy Class;October 2019;4;4;4;4;3;n/a;4;yes
10;M Yu;"""pleased with the quality of service""";2019-11-29;Trip Verified;Malaysia;n/a;Kuala Lumpur to Stockholm via Amsterdam;Couple Leisure;Economy Class;October 2019;5;5;5;5;5;5;5;yes
10;Hunter Alderman;"""kind and took care of me""";2019-11-23;Trip Verified;United States;n/a;Amsterdam to Washington;Business;Economy Class;August 2019;5;5;5;5;5;n/a;5;yes
9;Mark Shah-Hall;"""really enjoyed our experience""";2019-11-21;Trip Verified;United Kingdom;Boeing 787;Manchester to JFK via Amsterdam;Couple Leisure;Business Class;November 2019;4;4;5;4;4;n/a;5;yes
1;F Ellis;"""I booked for more legroom""";2019-11-21;Trip Verified;Switzerland;n/a;Aruba to Amsterdam;Solo Leisure;Economy Class;December 2018;1;1;1;n/a;1;n/a;4;no
9;Frederiek Balliere;"""lot of troubles with our visa""";2019-11-18;Not Verified;Belgium;n/a;Brussels to Delhi via Amsterdam;Couple Leisure;Economy Class;November 2019;5;4;5;4;n/a;n/a;5;yes
9;V Beale;"""very comfortable plane""";2019-11-13;Trip Verified;United Arab Emirates;n/a;Dubai to Copenhagen ;Solo Leisure;Economy Class;November 2019;3;5;5;5;5;n/a;5;yes
10;Kevin Tunnicliffe;"""Cabin crew are excellent""";2019-11-10;Trip Verified;United Kingdom;Boeing 787-9;Santiago to Manchester via Amsterdam;Couple Leisure;Business Class;November 2019;4;5;5;4;3;n/a;5;yes
1;Karim Lfarouk;"""Never flying again with them""";2019-11-09;Not Verified;Netherlands;Boeing 777-200;Amsterdam to Vancouver;Family Leisure;Premium Economy;October 2019;1;1;1;1;1;n/a;1;no
10;Sean Clarke;"""enjoy this flight very much""";2019-11-07;Trip Verified;Ireland;Boeing 777 ER;Dublin to Kuala Lumpur via Amsterdam;Solo Leisure;Business Class;August 2019;5;5;5;4;4;n/a;5;yes
10;Martial Faure;"""recommend this airline""";2019-11-03;Trip Verified;France;Boeing 737-800;Brussels to Lyon via Amsterdam;Solo Leisure;Economy Class;October 2019;5;5;5;5;n/a;n/a;5;yes
2;Danny Cooper;"""refused to pay extra expenses""";2019-11-02;Trip Verified;United Kingdom;n/a;Amsterdam to Birmingham;Solo Leisure;Economy Class;October 2019;1;3;3;3;n/a;n/a;1;no
4;C Kan;"""foul mouth steward""";2019-11-01;Trip Verified;Malaysia;n/a;Lima to Kuala Lumpur via Amsterdam;Solo Leisure;Economy Class;October 2019;3;3;1;2;2;n/a;3;no
10;S Chan;KLM Royal Dutch Airlines customer review;2019-10-31;Trip Verified;Malaysia;Boeing 777-300er;Jakarta to Kuala Lumpur;Couple Leisure;Business Class;October 2019;5;5;5;5;5;n/a;5;yes
2;N Parthin;"""checkin experience was very sad""";2019-10-28;Trip Verified;United Arab Emirates;Boeing 777-200;Amsterdam to Dubai;Solo Leisure;Economy Class;October 2019;2;2;4;1;3;1;1;no
1;Michael Webb;"""requesting a 50% refund""";2019-10-25;Trip Verified;United States;Boeing 777;Houston to Vienna via Amsterdam;Business;Business Class;October 2019;1;3;1;1;3;1;1;no
10;Rachel Barclay;"""Definitely fly with KLM again""";2019-10-23;Not Verified;United Kingdom;n/a;Athens to Aberdeen via Amsterdam;Solo Leisure;Economy Class;October 2019;4;5;5;5;3;5;5;yes
5;T Veane;"""A mess for a weekend trip""";2019-10-22;Trip Verified;Switzerland;Boeing 737-800 / 737-900;Zurich to Bucharest via Amsterdam;Solo Leisure;Economy Class;October 2019;4;4;5;3;n/a;n/a;2;yes
1;Sudesh Vermani;"""our luggage didn’t come""";2019-10-20;Not Verified;Canada;n/a;Toronto to Delhi via Amsterdam;Family Leisure;Economy Class;October 2019;1;1;2;2;2;n/a;1;no
1;Shabina Afridi;"""awful overall experience""";2019-10-19;Trip Verified;United States;n/a;Amsterdam to Atlanta;Business;Economy Class;October 2019;1;1;3;1;1;1;1;no
1;S Heikki ;"""pretty messy in case of failures""";2019-10-17;Trip Verified;Finland;Boeing 737, Embraer 195, Embraer 190;Helsinki to Dublin via Amsterdam;Business;Economy Class;April 2019;3;3;3;3;n/a;n/a;1;no
1;Long Dang;"""first and also the last time""";2019-10-11;Trip Verified;United States;n/a;Houston to Venice via Amsterdam;Couple Leisure;Economy Class;October 2019;2;1;2;1;1;1;2;no
7;S Karentov;"""Would fly with them again""";2019-10-10;Trip Verified;United States;n/a;New York to Amsterdam;Business;Business Class;September 2019;3;4;4;3;3;n/a;3;yes
2;John Gwilt;"""Upgraded with no meal""";2019-10-09;Trip Verified;United Kingdom;n/a;Stavanger to Glasgow via Amsterdam;Business;Business Class;October 2019;1;1;5;1;1;1;1;no
1;K Alexander;"""really poor customer service""";2019-10-09;Trip Verified;Switzerland;n/a;Amsterdam to Basel;Solo Leisure;Economy Class;September 2019;1;1;1;1;1;1;1;no
1;Michal Cupa;"""Overall a very bad experience""";2019-10-09;Trip Verified;Czech Republic;Boeing 737;Amsterdam to Moscow;Business;Economy Class;September 2019;1;1;1;1;1;1;1;no
9;M Kamirren;"""The crew was excellent""";2019-10-09;Trip Verified;Finland;n/a;Bangkok via Amsterdam;Couple Leisure;Economy Class;October 2019;5;4;5;4;4;4;5;yes
9;Eelco van den Heuvel;"""Attentive, friendly and cheerful crew""";2019-10-07;Trip Verified;Netherlands;A330;Amsterdam to Muscat;Couple Leisure;Economy Class;October 2019;4;4;5;3;5;n/a;3;yes
1;Moein Jahanbani;"""lose the connection to Copenhagen""";2019-10-05;Trip Verified;Denmark;n/a;Valencia to Copenhagen via Amsterdam;Family Leisure;Economy Class;May 2019;1;1;1;1;1;1;1;no
2;R Warren;"""made no effort to get me home""";2019-10-05;Not Verified;United Kingdom;n/a;Zurich to Norwich via Amsterdam;Business;Economy Class;October 2019;1;3;3;n/a;n/a;n/a;2;no
7;B Jiminez;"""Food was good""";2019-10-03;Trip Verified;United Kingdom;A330;Fortaleza to London Heathrow via Amsterdam;Solo Leisure;Business Class;October 2019;4;2;4;4;5;n/a;4;yes
10;Silvana Marcon;"""delighted by the kindness""";2019-10-02;Trip Verified;Brazil;Boeing 777;Amsterdam to São Paulo;Couple Leisure;Business Class;September 2019;5;5;5;5;5;n/a;5;yes
10;Cyrus Maram;"""Love you KLM""";2019-09-30;Not Verified;United States;Boeing 737-800;Houston to Barcelona via Amsterdam;Family Leisure;Premium Economy;March 2019;5;5;5;5;5;5;5;yes
5;Elaine Loh;"""Cramped with little leg room""";2019-09-28;Trip Verified;Netherlands;Boeing 737;Paris to Amsterdam;Business;Economy Class;September 2019;2;2;3;2;n/a;n/a;3;no
2;E Haledi;KLM Royal Dutch Airlines customer review;2019-09-26;Trip Verified;Norway;n/a;Oslo to Luxembourg via Amsterdam;Business;Economy Class;September 2019;1;3;1;1;1;1;1;no
6;Yudha Fitriansyah;"""Service from the cabin crew seemed very rushed""";2019-09-25;Trip Verified;Indonesia;Boeing 777-200ER;Kuala Lumpur to Jakarta;Solo Leisure;Economy Class;August 2019;4;3;3;2;3;n/a;2;yes
6;Elaine Loh;"""Seats were really tight""";2019-09-23;Trip Verified;Myanmar;n/a;Amsterdam to Paris;Solo Leisure;Economy Class;September 2019;3;3;3;3;n/a;n/a;1;yes
2;B Blundell;"""very unhappy with KLM""";2019-09-21;Trip Verified;Canada;n/a;Hanover to Vancouver via Amsterdam;Solo Leisure;Economy Class;July 2019;2;3;3;2;2;2;2;no
5;A Garner;"""Seat very thin but comfortable""";2019-09-19;Trip Verified;Luxembourg;A330;Amsterdam to Kigali;Solo Leisure;Economy Class;September 2019;3;5;3;2;3;n/a;4;yes
3;Norman Brown;"""second class airline service""";2019-09-18;Not Verified;United Kingdom;Boeing 777-300;Durham Tees Valley to Cape Town via Amsterdam;Couple Leisure;Economy Class;September 2019;3;1;4;1;4;4;3;no
9;Yu-Hsiu Chang;"""really enjoyed all four flights""";2019-09-17;Trip Verified;Taiwan;Boeing 777-300 / 737-800;Taipei to Lisbon via Amsterdam;Solo Leisure;Economy Class;September 2019;4;4;4;4;n/a;n/a;4;yes
1;Kenny O'Donnell;"""The worst customer service""";2019-09-17;Not Verified;United Kingdom;n/a;Copenhagen to Glasgow via Amsterdam;Couple Leisure;Economy Class;September 2019;1;1;1;n/a;n/a;n/a;1;no
4;K Schaemer;"""seats terrible to sit and rest in""";2019-09-16;Trip Verified;Germany;Boeing 777-300;Berlin to Cape Town via Amsterdam;Solo Leisure;Economy Class;September 2019;3;1;5;3;3;n/a;4;no
1;Sophie Togsen;"""threatened to off board me""";2019-09-15;Not Verified;Singapore;n/a;Amsterdam to Singapore;Solo Leisure;Economy Class;August 2019;2;2;1;1;n/a;n/a;1;no
1;G Ramanova;"""horrible customer service""";2019-09-12;Trip Verified;Canada;n/a;Toronto to Amsterdam;Couple Leisure;Economy Class;September 2019;1;n/a;n/a;n/a;n/a;n/a;1;no
3;Norman Brown;"""unscrupulous and devious""";2019-09-11;Not Verified;United Kingdom;Boeing 777-300;Cape Town to Teesside  via Amsterdam;Couple Leisure;Economy Class;September 2019;4;3;5;2;4;n/a;4;no
2;Kim Taylor;"""Will never fly them again""";2019-09-09;Trip Verified;United States;Boeing 787;Kilimanjaro to Amsterdam;Solo Leisure;Economy Class;July 2019;1;1;1;n/a;n/a;n/a;4;no
7;Eyal Weizmann;"""found KLM to be satisfactory""";2019-09-09;Not Verified;Israel;Boeing 737-900 / 777-300ER;Tel Aviv to Bali via Amsterdam;Family Leisure;Economy Class;September 2019;3;3;4;3;3;n/a;4;yes
4;S Lansell;"""very unwilling to help""";2019-09-09;Trip Verified;Germany;Boeing 737;Amsterdam to Bremen;Couple Leisure;Economy Class;June 2019;1;3;3;3;n/a;n/a;1;no
8;S Bernier;"""KLM has improved so much""";2019-09-08;Trip Verified;Germany;n/a;Washington to Basel via Amsterdam;Family Leisure;Economy Class;August 2019;3;4;5;3;4;n/a;3;yes
1;Simon Wolf;"""KLM is a terrible company""";2019-09-08;Trip Verified;Sweden;n/a;Gothenburg to Lima via Amsterdam;Couple Leisure;Economy Class;July 2019;1;1;1;1;1;1;1;no
1;M Ranudova;"""the worst flight experience""";2019-09-07;Trip Verified;Ukraine;n/a;Amsterdam to Wroclaw;Family Leisure;Economy Class;September 2019;2;1;1;1;1;1;1;no
3;Dixon Block;"""upgrades aren't what they seem""";2019-09-03;Trip Verified;Germany;n/a;Toronto to Amsterdam;Couple Leisure;Economy Class;August 2019;1;1;4;2;3;4;4;no
10;Isaac Aizenman;"""one of the best airlines""";2019-08-27;Not Verified;Israel;n/a;Tel Aviv to Bogota via Amsterdam;Solo Leisure;Economy Class;August 2019;5;5;5;5;5;5;5;yes
1;E Falice;"""I didn't use the first flight""";2019-08-26;Trip Verified;Spain;Boeing 737-800;Amsterdam to Madrid;Solo Leisure;Economy Class;August 2019;1;1;1;n/a;n/a;n/a;1;no
10;Howard Ball;"""superior to Delta""";2019-08-23;Not Verified;United States;Boeing 777 300;Amsterdam to Atlanta;Couple Leisure;Business Class;August 2019;5;5;5;5;5;n/a;5;yes
1;G Deane;"""offered me a seat in business class""";2019-08-21;Trip Verified;Australia;Boeing 737-800;Toulouse to Amsterdam;Solo Leisure;Economy Class;August 2019;3;2;3;1;n/a;n/a;1;no
10;Z Aleem;"""would especially recommend if you need special assistance""";2019-08-18;Not Verified;United Kingdom;n/a;Manchester to Amsterdam;Family Leisure;Economy Class;July 2019;5;3;5;4;n/a;n/a;5;yes
1;Bhim Dhungana;"""so angry with the customer services""";2019-08-15;Trip Verified;Finland;n/a;Helsinki to Cardiff to via Amsterdam;Family Leisure;Economy Class;July 2019;1;1;1;1;1;1;1;no
1;Simon Gregorn;"""problems started at the check in""";2019-08-13;Trip Verified;Czech Republic;Boeing 737;Nice to Prague via Amsterdam;Solo Leisure;Economy Class;July 2019;1;2;5;5;n/a;n/a;1;no
10;Jonathan Serros;"""not had any issue with KLM""";2019-08-07;Not Verified;Canada;Boeing 777-200ER;Toronto to Dubai via Amsterdam;Business;Economy Class;July 2019;5;5;5;5;5;n/a;5;yes
4;B Heeley;"""a cheap no frills airline""";2019-07-30;Trip Verified;United Kingdom;n/a;Glasgow to Kiev via Amsterdam;Couple Leisure;Economy Class;June 2019;2;3;3;3;3;n/a;2;no
1;Adam Thomson;"""Diabolical customer service""";2019-07-30;Not Verified;United Kingdom;n/a;Leeds to Bremen via Amsterdam;Business;Economy Class;May 2019;1;1;3;1;n/a;n/a;1;no
1;Maxim Sholeninoff;"""rip you off for a little bit of cash""";2019-07-27;Not Verified;Russian Federation;n/a;Frankfurt to St. Petersburg via Amsterdam;Business;Business Class;June 2019;1;2;2;2;1;1;1;no
1;G Fischer;"""KLM has gotten out of control""";2019-07-27;Trip Verified;Germany;Embraer 190;Munich to Amsterdam;Business;Premium Economy;July 2019;1;2;2;1;1;1;1;no
4;H MacDowall;"""nothing but headaches""";2019-07-27;Trip Verified;United States;n/a;Munich to Amsterdam;Couple Leisure;Economy Class;July 2019;3;2;2;1;1;1;2;no
1;K Vickers;"""Complete lack of response""";2019-07-25;Trip Verified;United States;n/a;Amsterdam to Munich;Couple Leisure;Economy Class;July 2019;1;2;2;1;n/a;n/a;2;no
2;Ashley Johnson;"""so insulted and humiliated""";2019-07-25;Trip Verified;United Kingdom;Boeing 777-300;Amsterdam to Bangkok;Solo Leisure;Business Class;July 2019;3;3;1;4;3;1;3;no
3;Graeme Bray;"""best described as adequate""";2019-07-23;Not Verified;Australia;Embraer 195;Dublin to Sandefjord via Amsterdam;Solo Leisure;Economy Class;July 2019;2;3;3;n/a;n/a;n/a;1;no
10;Julian de Haas;"""it was a great flight""";2019-07-22;Not Verified;Netherlands;Boeing 777-300er;Amsterdam to Lima;Family Leisure;Economy Class;July 2019;4;5;5;4;5;n/a;5;yes
3;S Maybana;"""have started avoiding KLM""";2019-07-22;Trip Verified;Norway;n/a;Stavanger to Alicante via Oslo;Couple Leisure;Economy Class;April 2019;2;3;2;2;2;3;1;no
9;W Garner;"""cheaper than budget airlines""";2019-07-20;Trip Verified;Indonesia;n/a;Kuala Lumpur to Jakarta;Solo Leisure;Economy Class;July 2019;4;5;5;2;5;n/a;5;yes
1;S Lee;"""I was not able to board the flight""";2019-07-19;Trip Verified;Malaysia;n/a;Jakarta to Kuala Lumpur;Couple Leisure;Economy Class;June 2019;1;2;1;n/a;n/a;n/a;1;no
9;L Garner;"""cheaper than budget airlines""";2019-07-19;Trip Verified;Indonesia;n/a;Jakarta to Kuala Lumpur;Solo Leisure;Economy Class;July 2019;4;5;5;3;5;n/a;4;yes
7;Elaine Loh;"""I would fly KLM again""";2019-07-18;Trip Verified;Netherlands;Boeing 737;Stockholm to Amsterdam;Family Leisure;Economy Class;July 2019;4;4;5;2;n/a;n/a;5;yes
9;D Neale;"""impressed by the service""";2019-07-18;Trip Verified;Italy;n/a;Rome to Buenos Aires via Amsterdam ;Solo Leisure;Economy Class;May 2019;5;4;5;5;4;n/a;5;yes
7;D Kemp;"""seat itself is fairly comfortable""";2019-07-17;Trip Verified;United Kingdom;Boeing 787-9;Amsterdam to Beijing;Solo Leisure;Economy Class;June 2019;5;5;3;4;2;n/a;3;yes
9;Bart Brouwers;"""Good flight with KLM""";2019-07-17;Not Verified;Netherlands;Boeing 777-300;Tokyo to Amsterdam;Solo Leisure;Economy Class;July 2019;5;5;5;5;5;n/a;5;yes
10;S Allen;"""excellent service""";2019-07-17;Trip Verified;United Kingdom;Boeing 737-800;Amsterdam to Manchester;Solo Leisure;Business Class;July 2019;5;4;5;5;n/a;n/a;4;yes
1;Tomasz Gorski;"""dropped its standard considerably""";2019-07-16;Trip Verified;United Kingdom;n/a;London City to Amsterdam;Family Leisure;Economy Class;July 2019;1;1;3;2;n/a;n/a;1;no
8;Z Yang;"""service was good""";2019-07-16;Trip Verified;Poland;n/a;Wroclaw to Amsterdam;Solo Leisure;Economy Class;May 2019;5;5;5;4;n/a;n/a;5;yes
10;Robyn Hines;"""service was lovely""";2019-07-15;Trip Verified;United Kingdom;n/a;Manchester to Amsterdam;Solo Leisure;Economy Class;July 2019;5;5;5;5;n/a;n/a;3;yes
10;S Warton;"""Very comfortable trip""";2019-07-15;Trip Verified;United Kingdom;Boeing 737-900;Manchester to Amsterdam;Solo Leisure;Business Class;July 2019;5;5;5;5;n/a;n/a;5;yes
6;Elaine Loh;"""Service was ok""";2019-07-13;Trip Verified;Netherlands;Boeing 737;Amsterdam to Stockholm;Family Leisure;Economy Class;July 2019;3;4;4;2;n/a;n/a;5;yes
9;J Jellesma;"""great service from the KLM staff""";2019-07-13;Trip Verified;Netherlands;Boeing 777;Amsterdam to Shanghai;Couple Leisure;Economy Class;July 2019;5;4;4;3;4;4;5;yes
9;R Altamirano;"""attendants were so kind""";2019-07-13;Not Verified;United States;Boeing 787-9;New York to Amsterdam;Family Leisure;Economy Class;June 2019;4;3;5;4;4;n/a;3;yes
1;Michael Klein;"""never received any compensation""";2019-07-12;Not Verified;Russian Federation;n/a;Amsterdam to St. Petersburg;Couple Leisure;Economy Class;June 2019;1;2;2;1;1;1;1;no
1;S Puglia;"""bad low-cost approach""";2019-07-11;Not Verified;Netherlands;n/a;Amsterdam to Turin;Couple Leisure;Economy Class;July 2019;1;2;5;1;1;1;1;no
1;T Lee;"""Waste of time and money""";2019-07-10;Trip Verified;Malaysia;n/a;Berlin to Amsterdam;Solo Leisure;Economy Class;July 2019;1;1;1;1;1;1;1;no
10;Vinh Phan;"""thoroughly impressed""";2019-07-07;Trip Verified;Netherlands;Embraer 190;Amsterdam to Frankfurt;Solo Leisure;Economy Class;July 2019;5;5;5;5;n/a;n/a;5;yes
2;I Narzan;"""never fly again with this airline""";2019-07-06;Trip Verified;Malaysia;Boeing 747-400;Kuala Lumpur to Jakarta;Solo Leisure;Economy Class;July 2019;2;4;1;1;3;n/a;2;no
1;R Dafenos;"""this airline truly does not care""";2019-07-05;Trip Verified;United Kingdom;n/a;Manchester to Amsterdam;Business;Economy Class;June 2019;2;3;3;3;3;3;2;no
2;L Rasish;"""been a terrible experience""";2019-07-02;Trip Verified;Australia;n/a;Amsterdam to Hamburg;Couple Leisure;Economy Class;June 2019;1;3;3;3;n/a;n/a;1;no
1; M Gartlen;"""Stay away from KLM""";2019-06-27;Trip Verified;Russian Federation;n/a;Frankfurt to Saint Petersburg via Amsterdam;Couple Leisure;Economy Class;June 2019;1;2;2;n/a;n/a;n/a;1;no
10;Aaron Chalmers;"""the perfect, cheap choice""";2019-06-22;Trip Verified;United Kingdom;n/a;Aberdeen to Prague via Amsterdam;Couple Leisure;Economy Class;June 2019;4;4;5;5;n/a;n/a;5;yes
9;John Attersley;"""a very good flight experience""";2019-06-20;Trip Verified;Canada;A330-300;Toronto to Amsterdam;Business;Business Class;June 2019;4;4;5;4;4;4;4;yes
8;Thomas van Woerkom;"""cabin crew was very pleasant""";2019-06-18;Trip Verified;Netherlands;A330-200;Amsterdam to Aruba;Solo Leisure;Economy Class;May 2019;2;4;5;3;4;n/a;3;yes
8;Jose Bastos;"""KLM offers a very good product""";2019-06-18;Trip Verified;Brazil;Boeing  737-800/ 777-200;Vienna to Sao Paulo via Amsterdam;Solo Leisure;Business Class;May 2019;4;3;5;5;4;n/a;5;yes
8;A Worten;"""onboard service was good""";2019-06-17;Trip Verified;United Kingdom;Boeing 737;Amsterdam to Manchester;Solo Leisure;Economy Class;April 2019;4;5;4;4;n/a;n/a;5;yes
8;D Lim;"""seats were cheap looking""";2019-06-17;Trip Verified;United Kingdom;Boeing 777-200ER;Seoul to Basel via Amsterdam;Solo Leisure;Economy Class;April 2019;5;1;4;3;4;n/a;4;yes
10;E Worten;"""Manchester to Amsterdam""";2019-06-17;Trip Verified;United Kingdom;Boeing 737;Manchester to Amsterdam;Solo Leisure;Economy Class;April 2019;4;5;5;5;n/a;n/a;5;yes
1;D Ellis;"""good luck, you will need it""";2019-06-15;Trip Verified;Canada;Boeing 737-800;Amsterdam to Manchester;Couple Leisure;Economy Class;June 2019;1;2;2;2;n/a;n/a;1;no
3;A Thomas;"""never book a flight with KLM again""";2019-06-05;Not Verified;United Kingdom;n/a;Leeds to Bremen via Amsterdam;Business;Economy Class;June 2019;1;1;4;2;1;1;2;no
8;F Steene;"""Smooth morning flight""";2019-06-04;Trip Verified;Switzerland;E190;ZRH to AMS;Solo Leisure;Economy Class;June 2019;5;5;4;4;n/a;n/a;4;yes
10;Sinéad Cahalan;"""Excellent experience""";2019-06-03;Trip Verified;Ireland;n/a;Dublin to Lima via Amsterdam;Family Leisure;Business Class;June 2019;5;5;5;5;5;n/a;5;yes
1;S Gan;"""the worst day of my life""";2019-06-03;Trip Verified;Netherlands;n/a;Milan to Amsterdam;Couple Leisure;Economy Class;June 2019;1;1;1;1;1;n/a;1;no
8;J Versteen;"""seats were quite comfortable""";2019-06-02;Trip Verified;United Kingdom;Boeing 737-800;Paris to Amsterdam;Couple Leisure;Economy Class;May 2019;4;4;4;3;n/a;n/a;4;yes
1;H Marleen;"""Never again""";2019-06-01;Trip Verified;Luxembourg;n/a;Xiamen to Luxembourg via Amsterdam;Solo Leisure;Economy Class;May 2019;1;3;1;1;2;1;1;no
3;Shivani Joshi;"""cant give us good seats""";2019-05-26;Trip Verified;Netherlands;n/a;Amsterdam to Singapore;Couple Leisure;Economy Class;May 2019;2;2;3;1;1;1;1;no
4;Ivana Domic;"""Would not recommend""";2019-05-19;Not Verified;Luxembourg;n/a;Luxembourg to Oslo via Amsterdam;Couple Leisure;Economy Class;May 2019;2;3;4;3;1;n/a;2;no
